ID;Reference_paper_number;Country;State;Municipality;Study_location;Latitude;Longitude;Precision;Size_ha;Temperature;Altitude;Annual_rainfall;Vegetation_type;Protect_area;Matrix;Reference;Publication_year;Type_of_publication;Month_start;Year_start;Month_finish;Year_finish;Total_of_months;Sampling_habitat;Effort;Effort_method;Method;Order;Genus_on_paper;Species_name_on_paper;Actual_species_Name;Number_of_record;Density(groups/km2);Density(ind/km2);Density(ind/km10);Abundance(%);Abudance_relative;Abundance(10/km);Voucher_Specimens
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;772;NA;Dense evergreen forest to high-altitude fields;yes;Forest;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;May;2011;July;2011;3;interior;192;camera_hours;cam_trap;Cingulata;Dasypus;Dasypus novemcinctus;Dasypus novemcinctus;NA;NA;NA;NA;NA;NA;NA;NA
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;1108;NA;Dense evergreen forest to high-altitude fields;yes;Forest;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;February;2010;July;2011;18;edge;NA;NA;line_transect;Cingulata;Euphractus;Euphractus sexcinctus;Euphractus sexcinctus;NA;NA;NA;NA;NA;NA;NA;NA
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;851;NA;Dense evergreen forest to high-altitude fields;yes;Forest;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;February;2010;February;2010;1;interior;48;camera_hours;cam_trap;Pilosa;Tamandua;Tamandua tetradactyla;Tamandua tetradactyla;NA;NA;NA;NA;NA;NA;NA;NA
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;803;NA;Dense evergreen forest to high-altitude fields;yes;Forest;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;May;2011;July;2011;3;Interior;120;camera_days;live_trap;Didelphimorphia;Didelphis;Didelphis aurita;Didelphis aurita;NA;NA;NA;NA;NA;NA;NA;NA
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;1190;NA;Dense evergreen forest to high-altitude fields;yes;Forest;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;July;2011;July;2011;1;Interior;120;camera_hours;cam_trap;Didelphimorphia;Didelphis;Didelphis aurita;Didelphis aurita;NA;NA;NA;NA;NA;NA;NA;NA
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;NA;NA;Dense evergreen forest to high-altitude fields;yes;Forest;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;February;2010;July;2011;18;edge;NA;NA;line_transect;Didelphimorphia;Didelphis;Didelphis aurita;Didelphis aurita;NA;NA;NA;NA;NA;NA;NA;NA
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;1140;NA;Dense evergreen forest to high-altitude fields;yes;Forest;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;February;2010;July;2011;18;edge;NA;NA;line_transect;Artiodactyla;Mazama;Mazama sp.;Mazama sp.;NA;NA;NA;NA;NA;NA;NA;NA
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;NA;NA;Dense evergreen forest to high-altitude fields;yes;Forest;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;February;2010;July;2011;18;edge;NA;NA;line_transect;Primates;Alouatta;Alouatta guariba;Alouatta guariba;NA;NA;NA;NA;NA;NA;NA;NA
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;840;NA;Dense evergreen forest to high-altitude fields;yes;Forest;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;May;2011;July;2011;3;Interior;192;camera_hours;cam_trap;Rodentia;Cuniculus;Cuniculus paca;Cuniculus paca;2;NA;NA;NA;NA;NA;NA;NA
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;1132;NA;Dense evergreen forest to high-altitude fields;yes;Forest;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;February;2010;July;2011;18;edge;NA;NA;line_transect;Rodentia;Dasyprocta;Dasyprocta leporina;Dasyprocta leporina;NA;NA;NA;NA;NA;NA;NA;NA
AML31;20;Brazil;rio_de_janeiro;Cunha;Serra da Bocaina National Park;-23,42;-44,66;precise;104000;NA;1249;NA;Dense evergreen forest to high-altitude fields;yes;Open area;Delciellos, A.C., Novaes, R.L.M., Loguercio, M.F.C., Geise, L., Santori, R.T., Souza, R.F.S., Papi, B.S., Raices, D., Vieira, N.R., Feliz, S., Detogne, N., Silva, C.C.S.,Bergallo, H.G. and Rocha-Barbosa, O. (2012). Mammals of Serra da Bocaina National Park, state of Rio de Janeiro, southeastern Brazil. Check List 8, 675-692.;2012;Article;February;2010;July;2011;18;edge;NA;NA;line_transect;Lagomorpha;Sylvilagus;Sylvilagus brasiliensis;Sylvilagus brasiliensis;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Didelphimorphia;Didelphis;Didelphis albiventris;Didelphis albiventris;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Cingulata;Dasypus;Dasypus septemcinctus;Dasypus septemcinctus;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Primates;Callicebus;Callicebus sp.;Callicebus nigrifrons;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Lagomorpha;Sylvilagus;Sylvilagus brasiliensis;Sylvilagus brasiliensis;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Lagomorpha;Lepus;Lepus europaeus;Lepus europaeus;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Carnivora;Leopardus;Leopardus pardalis;Leopardus pardalis;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Carnivora;Leopardus;Leopardus sp.;Leopardus sp.;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Carnivora;Puma;Puma concolor;Puma concolor;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Carnivora;Chrysocyon;Chrysocyon brachyurus;Chrysocyon brachyurus;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Carnivora;Cerdocyon;Cerdocyon thous;Cerdocyon thous;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Carnivora;Galictis;Galictis vittata;Galictis vittata;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Carnivora;Galictis;Galictis cuja;Galictis cuja;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Carnivora;Conepatus;Conepatus semistriatus;Conepatus semistriatus;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Carnivora;Nasua;Nasua nasua;Nasua nasua;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Carnivora;Procyon;Procyon cancrivorus;Procyon cancrivorus;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Artiodactyla;Mazama;Mazama sp.;Mazama sp.;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Rodentia;Dasyprocta;Dasyprocta azarae;Dasyprocta azarae;NA;NA;NA;NA;NA;NA;NA;NA
AML32;21;Brazil;sao_paulo;Sao Carlos;Atlantic forest fragments;-21,96;-47,95;precise;72;NA;856;1500;Semideciduous forest;no;Agriculture and urbanization;Dias, W.A.F., Tezori, R.F.F. and Oliveira, A.K. (2012). Registro de mamiferos de medio e grande porte em dois fragmentos florestais no municipio de Sao Carlos, Estado de Sao Paulo. Multiciecia 11, 277-293.;2012;Article;August;2010;September;2011;14;Interior and edge;NA;NA;mixed_method;Rodentia;Sphiggurus;Sphiggurus spinosus;Coendou spinosus;1;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Cingulata;Cabassous;Cabassous unicinctus;Cabassous unicinctus;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Cingulata;Dasypus;Dasypus novemcinctus;Dasypus novemcinctus;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Cingulata;Euphractus;Euphractus sexcinctus;Euphractus sexcinctus;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Primates;Cebus;Cebus apella;Sapajus nigritus;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Primates;Callicebus;Callicebus nigritus;Callicebus nigrifrons;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Carnivora;Cerdocyon;Cerdocyon thous;Cerdocyon thous;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Carnivora;Leopardus;Leopardus pardalis;Leopardus pardalis;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Carnivora;Puma;Puma concolor;Puma concolor;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Carnivora;Eira;Eira barbara;Eira barbara;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Carnivora;Lontra;Lontra longicaudis;Lontra longicaudis;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Carnivora;Nasua;Nasua nasua;Nasua nasua;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Carnivora;Procyon;Procyon cancrivorus;Procyon cancrivorus;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Rodentia;Cuniculus;Cuniculus paca;Cuniculus paca;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Rodentia;Dasyprocta;Dasyprocta azarae;Dasyprocta azarae;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Artiodactyla;Mazama;Mazama sp.;Mazama sp.;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Artiodactyla;Mazama;Mazama americana;Mazama americana;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Artiodactyla;Mazama;Mazama gouazoubira;Mazama gouazoubira;NA;NA;NA;NA;NA;NA;NA;NA
AML33;22;Brazil;sao_paulo;Itirapina and Ipeuna;Atlantic forest fragments;-22,35;-47,8;not_precise;NA;NA;NA;NA;Semideciduous forest;no;Agriculture and silviculture and pasture;Dotta, G. and Verdade, L.M. (2011). Medium to large-sized mammals in agricultural landscapes of south-eastern Brazil. Mammalia 75, 345-352.;2011;Article;July;2003;June;2004;12;edge;61.5;NA;mixed_method;Artiodactyla;Sus;Sus scrofa;Sus scrofa;NA;NA;NA;NA;NA;NA;NA;NA
