Column1;RefCode;IDCode;SiteCode.x;BatGenus;BatSpecies;CurrentBatSpecies;TrophicGuild;PlantFamily;PlantGenus;PlantSpecies;CurrentPlantSpecies;LifeForm;SuccessionalStage;Interaction;Weight;SiteCode.y;Locality;State;Country;Latitude;Longitude;Precision;YearStart;YearEnd;Duration;SamplingEffort;StudyType;EcologicalScale;SamplingMethod;SamplingSeason;Vegetation;VegType;Ecoregion;Domain;Elevation;X1kmAlt;AnnRain;MeaAnnTemp;PET;GAI
250;BPR016;BPI0209;BPA019;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Malvaceae;Abutilon;Abutilon aff. regnellii;Abutilon regnellii;Shrub;Early;Nectarivory;NA;BPA018;Monte Verde - Camanducaia;Minas Gerais;Brazil;-22,855548;-46,04076;Not precise;NA;NA;NA;NA;Plant visitation;Population;Direct observation;NA;Mixed broadleaf and araucaria forest;Mixed forest;Serra do Mar coastal forests;Atlantic Forest;1600;1584;1741;14;1124;1.548
251;BPR016;BPI0209;BPA019;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Malvaceae;Abutilon;Abutilon aff. regnellii;Abutilon regnellii;Shrub;Early;Nectarivory;NA;BPA019;Parque Estadual de Campos do Jordao;Sao Paulo;Brazil;-22,688723;-45,481382;Not precise;NA;NA;NA;NA;Plant visitation;Population;Direct observation;NA;Mixed broadleaf and araucaria forest;Mixed forest;Serra do Mar coastal forests;Atlantic Forest;1500;1549;1757;14.2;1134;15.489
252;BPR017;BPI0210;BPA020;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Solanaceae;Solanum;Solanum granulosoleprosum;Solanum granuloso-leprosum;Tree;Early;Frugivory;NA;BPA020;Setor de Ciencias Biologicas UFPA;Parana;Brazil;-25,446162;-49,233427;Precise;1997;1998;6;7;Plant visitation;Population;Direct observation;Wet;Secondary mixed ombrophyllous forest;Mixed forest;Araucaria moist forests;Atlantic Forest;NA;920;1569;17.9;1210;12.962
253;BPR017;BPI0211;BPA020;Pygoderma;Pygoderma bilabiatum;Pygoderma bilabiatum;Frugivore;Solanaceae;Solanum;Solanum granulosoleprosum;Solanum granuloso-leprosum;Tree;Early;Frugivory;NA;BPA020;Setor de Ciencias Biologicas UFPA;Parana;Brazil;-25,446162;-49,233427;Precise;1997;1998;6;7;Plant visitation;Population;Direct observation;Wet;Secondary mixed ombrophyllous forest;Mixed forest;Araucaria moist forests;Atlantic Forest;NA;920;1569;17.9;1210;12.962
254;BPR017;BPI0212;BPA020;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Solanaceae;Solanum;Solanum granulosoleprosum;Solanum granuloso-leprosum;Tree;Early;Frugivory;NA;BPA020;Setor de Ciencias Biologicas UFPA;Parana;Brazil;-25,446162;-49,233427;Precise;1997;1998;6;7;Plant visitation;Population;Direct observation;Wet;Secondary mixed ombrophyllous forest;Mixed forest;Araucaria moist forests;Atlantic Forest;NA;920;1569;17.9;1210;12.962
255;BPR018;BPI0213;BPA021;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Sapotaceae;Manilkara;Achras sapota;Manilkara zapota;Tree;Late;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
256;BPR018;BPI0214;BPA021;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Urticaceae;Cecropia;Cecropia bureaniana;Cecropia palmata;Tree;Early;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
257;BPR018;BPI0215;BPA021;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Moraceae;Ficus;Ficus radula;Ficus maxima;Tree;Late;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
258;BPR018;BPI0216;BPA021;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Moraceae;Ficus;Ficus retusa var. nitida;Ficus microcarpa;Tree;NA;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
259;BPR018;BPI0217;BPA021;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Moraceae;Ficus;Ficus sp.;Ficus sp.;Tree;NA;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
260;BPR018;BPI0218;BPA021;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Myrtaceae;Syzygium;Jambosa vulgaris;Syzygium jambos;Tree;Late;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
261;BPR018;BPI0219;BPA021;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Arecaceae;Oenocarpus;Cenocarpus disticus;Oenocarpus distichus;Palm-tree;NA;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
262;BPR018;BPI0220;BPA021;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Arecaceae;Socratea;Iriartea exorrhiza;Socratea exorrhiza;Palm-tree;Late;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
263;BPR018;BPI0221;BPA021;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Myrtaceae;Psidium;Psidium guajava;Psidium guajava;Tree;Late;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
264;BPR018;BPI0222;BPA021;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Alexa;Alexa grandiflora;Alexa grandiflora;Tree;Late;Nectarivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
265;BPR018;BPI0223;BPA021;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Bignoniaceae;Crescentia;Crescentia amazonica;Crescentia amazonica;Shrub;NA;Nectarivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
266;BPR018;BPI0224;BPA021;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Bignoniaceae;Crescentia;Crescentia cujete;Crescentia cujete;Tree;NA;Nectarivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
267;BPR018;BPI0225;BPA021;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Sapotaceae;Manilkara;Achras sapota;Manilkara zapota;Tree;Late;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
268;BPR018;BPI0226;BPA021;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Urticaceae;Cecropia;Cecropia bureaniana;Cecropia palmata;Tree;Early;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
269;BPR018;BPI0227;BPA021;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Capparaceae;Crateva;Crataeva benthamii;Crateva tapia;Tree;NA;Nectarivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
270;BPR018;BPI0228;BPA021;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Elizabetha;Elizabetha paraense;Elizabetha paraensis;Tree;NA;Nectarivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
271;BPR018;BPI0229;BPA021;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Hymenaea;Hymenaea courbaril;Hymenaea courbaril;Tree;Late;Nectarivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
272;BPR018;BPI0230;BPA021;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia gigantocarpa;Parkia gigantocarpa;Tree;Late;Nectarivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
273;BPR018;BPI0231;BPA021;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
274;BPR018;BPI0232;BPA021;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Parkia;Parkia gigantocarpa;Parkia gigantocarpa;Tree;Late;Nectarivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
275;BPR018;BPI0233;BPA021;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
276;BPR018;BPI0234;BPA021;Uroderma;Uroderma bilobatum;Uroderma bilobatum;Frugivore;Moraceae;Ficus;Ficus radula;Ficus maxima;Tree;Late;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
277;BPR018;BPI0235;BPA021;Uroderma;Uroderma bilobatum;Uroderma bilobatum;Frugivore;Moraceae;Ficus;Ficus retusa var. nitida;Ficus microcarpa;Tree;NA;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
278;BPR018;BPI0236;BPA021;Uroderma;Uroderma bilobatum;Uroderma bilobatum;Frugivore;Moraceae;Ficus;Ficus sp.;Ficus sp.;Tree;NA;Frugivory;NA;BPA021;Parque Zoobotanico do Museu Goeldi ;Para;Brazil;-14,53311;-48,476612;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Direct observation;NA;NA;Rainforest;Tocantins/Pindare moist forests;Amazonia;NA;15;2976;26.6;1458;20.406
341;BPR024;BPI0295;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Malvaceae;Pseudobombax;Pseudobombax sp.;Pseudobombax sp.;Tree;NA;Nectarivory;34;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
342;BPR024;BPI0296;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Malvaceae;Luehea;Luehea sp.;Luehea sp.;Tree;NA;Nectarivory;9;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
343;BPR024;BPI0297;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Leguminosae;Bauhinia;Bauhinia sp.;Bauhinia sp.;Tree;NA;Nectarivory;72;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
344;BPR024;BPI0298;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Lythraceae;Lafoensia;Lafoensia sp.;Lafoensia sp.;Tree;NA;Nectarivory;61;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
345;BPR024;BPI0299;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Acanthaceae;Ruellia;Ruellia sp.;Ruellia sp.;Shrub;NA;Nectarivory;8;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
346;BPR024;BPI0300;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Leguminosae;Inga;Inga sp.1;Inga sp.1;Tree;NA;Nectarivory;8;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
347;BPR024;BPI0301;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Leguminosae;Inga;Inga sp.2;Inga sp.2;Tree;NA;Nectarivory;8;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
348;BPR024;BPI0302;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Piperaceae;Piper;Piper sp.;Piper sp.;Shrub;NA;Frugivory;7;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
349;BPR024;BPI0303;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Urticaceae;Cecropia;Cecropia sp.;Cecropia sp.;Tree;Early;Frugivory;1;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
350;BPR024;BPI0304;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Unidentified;Unidentified;Type 1;Unidentified sp. 1;NA;NA;Frugivory;2;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
351;BPR024;BPI0305;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Unidentified;Unidentified;Type 2;Unidentified sp. 2;NA;NA;Frugivory;6;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
352;BPR024;BPI0306;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Unidentified;Unidentified;Type 4;Unidentified sp. 3;NA;NA;Frugivory;1;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
353;BPR024;BPI0307;BPA028;Lonchophylla;Lonchophylla dekeyseri;Lonchophylla dekeyseri;Nectarivore;Unidentified;Unidentified;Type 5;Unidentified sp. 4;NA;NA;Frugivory;1;BPA028;Cafuringa Environmental Protection Area;Distrito Federal;Brazil;-15,5597;-48,0517;Not precise;1997;1998;12;42;Bat diet;Population;Feces collection;Dry and Wet;NA;Seasonal riverine forest;Cerrado;Cerrado;NA;996;1495;21.3;1552;0.9631
492;BPR035;BPI0446;BPA039;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Moraceae;Ficus;Ficus luschnathiana;Ficus luschnathiana;Tree;Early;Frugivory;4;BPA039;Mata de Santa Genebra reserve;Sao Paulo;Brazil;-22,820923;-47,110617;Precise;1991;1992;24;32;Plant visitation;Assemblage;Direct observation;Dry and Wet;Semideciduous forest;Semideciduous forest;Alto Parana Atlantic forests;Atlantic Forest;NA;615;1271;20.5;1384;0.9183
493;BPR035;BPI0447;BPA039;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Moraceae;Ficus;Ficus enormis;Ficus enormis;Tree;NA;Frugivory;2;BPA039;Mata de Santa Genebra reserve;Sao Paulo;Brazil;-22,820923;-47,110617;Precise;1991;1992;24;32;Plant visitation;Assemblage;Direct observation;Dry and Wet;Semideciduous forest;Semideciduous forest;Alto Parana Atlantic forests;Atlantic Forest;NA;615;1271;20.5;1384;0.9183
494;BPR035;BPI0448;BPA039;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Moraceae;Ficus;Ficus luschnathiana;Ficus luschnathiana;Tree;Early;Frugivory;6;BPA039;Mata de Santa Genebra reserve;Sao Paulo;Brazil;-22,820923;-47,110617;Precise;1991;1992;24;32;Plant visitation;Assemblage;Direct observation;Dry and Wet;Semideciduous forest;Semideciduous forest;Alto Parana Atlantic forests;Atlantic Forest;NA;615;1271;20.5;1384;0.9183
495;BPR035;BPI0449;BPA039;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Moraceae;Ficus;Ficus enormis;Ficus enormis;Tree;NA;Frugivory;6;BPA039;Mata de Santa Genebra reserve;Sao Paulo;Brazil;-22,820923;-47,110617;Precise;1991;1992;24;32;Plant visitation;Assemblage;Direct observation;Dry and Wet;Semideciduous forest;Semideciduous forest;Alto Parana Atlantic forests;Atlantic Forest;NA;615;1271;20.5;1384;0.9183
496;BPR035;BPI0450;BPA039;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Moraceae;Ficus;Ficus luschnathiana;Ficus luschnathiana;Tree;Early;Frugivory;4;BPA039;Mata de Santa Genebra reserve;Sao Paulo;Brazil;-22,820923;-47,110617;Precise;1991;1992;24;32;Plant visitation;Assemblage;Direct observation;Dry and Wet;Semideciduous forest;Semideciduous forest;Alto Parana Atlantic forests;Atlantic Forest;NA;615;1271;20.5;1384;0.9183
497;BPR036;BPI0451;BPA040;Anoura;Anoura caudifera;Anoura caudifer;Nectarivore;Leguminosae;Bauhinia;Bauhinia ungulata;Bauhinia ungulata;Tree;Early;Nectarivory;NA;BPA040;Brotas;Sao Paulo;Brazil;-22,280756;-48,126142;Not precise;1989;1989;2;NA;Plant visitation;Population;Direct observation;Dry;Savanna and galery forest;Savanna woodland;Cerrado;Cerrado;NA;652;1343;20.3;1412;0.9507
498;BPR036;BPI0452;BPA040;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Bauhinia;Bauhinia ungulata;Bauhinia ungulata;Tree;Early;Nectarivory;NA;BPA040;Brotas;Sao Paulo;Brazil;-22,280756;-48,126142;Not precise;1989;1989;2;NA;Plant visitation;Population;Direct observation;Dry;Savanna and galery forest;Savanna woodland;Cerrado;Cerrado;NA;652;1343;20.3;1412;0.9507
499;BPR036;BPI0453;BPA040;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Bauhinia;Bauhinia ungulata;Bauhinia ungulata;Tree;Early;Nectarivory;NA;BPA040;Brotas;Sao Paulo;Brazil;-22,280756;-48,126142;Not precise;1989;1989;2;NA;Plant visitation;Population;Direct observation;Dry;Savanna and galery forest;Savanna woodland;Cerrado;Cerrado;NA;652;1343;20.3;1412;0.9507
