ID;Frugivore_Species;Plant_Species;Type of Interaction;Plant_family;Plant_genus;Plant_specific.epiteth;Plant_distribution;Plant_origin;Plant_Form;fruit_diameter;fruit_length;seed_diameter;seed_length;Fruit_color;Lipid_Score;Plants_IUCN;Frug_Class;Frug_Order;Frug_Family;Frug_Genus;Frug_Epitetus;Frug_Group;Frug_Body_Mass;Frug_Mean_Gape_Size;Frugivory_score;Frug_Migration_status;Frug_IUCN;Frug_Population_Trend;Study_Location;Latitude;Longitude;Precision;Study reference;Doi/Link;Study_Method
4360;Brachyteles arachnoides;Annona neosericea;Mutualistic;Annonaceae;Annona;neosericea;BR-ES|BR-PR|BR-SC|BR-SP;native;tree;51;65;3.7;8.7;green;1;NE;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;Ribeir®o dos Correias, SP;-20,53;-47,32;impreciso;De Freitas 2008;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752008000100006;Animal-oriented
1304;Leontopithecus chrysomelas;Annona salzmannii;Mutualistic;Annonaceae;Annona;salzmannii;BR-BA|BR-ES|BR-PB|BR-PE|BR-SE;native;tree;88.6;87;8;23;green;1;NE;Mammalia;Primates;Callitrichidae;Leontopithecus;chrysomelas;Primates;600;NA;2;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1305;Sapajus xanthosternos;Annona salzmannii;Mutualistic;Annonaceae;Annona;salzmannii;BR-BA|BR-ES|BR-PB|BR-PE|BR-SE;native;tree;88.6;87;8;23;green;1;NE;Mammalia;Primates;Cebidae;Sapajus;xanthosternos;Primates;2950;NA;2;NA;CR;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1307;Alouatta guariba;Annona sylvatica;Mutualistic;Annonaceae;Annona;sylvatica;BR-BA|BR-ES|BR-MG|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;37.2;34.5;7.8;17.1;yellow;1;NE;Mammalia;Primates;Atelidae;Alouatta;guariba;Primates;5625;NA;1;NA;CR;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
8281;Tayassu pecari;Annona sylvatica;Mutualistic;Annonaceae;Annona;sylvatica;BR-BA|BR-ES|BR-MG|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;37.2;34.5;7.8;17.1;yellow;1;NE;Mammalia;Artiodactyla;Tayassuidae;Tayassu;pecari;Ungulates;31798.71;NA;2;NA;VU;Decreasing;Estaà®o Ecol¢gica Caetetus, GÊlia, SP;-22,29;-49,55;impreciso;Keuroghlian and Eaton 2007;10.1111/j.1744-7429.2007.00351.x;Animal-oriented
8298;Pecari tajacu;Annona sylvatica;Mutualistic;Annonaceae;Annona;sylvatica;BR-BA|BR-ES|BR-MG|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;37.2;34.5;7.8;17.1;yellow;1;NE;Mammalia;Artiodactyla;Tayassuidae;Pecari;tajacu;Ungulates;26000;NA;3;NA;LC;Stable;Estaà®o Ecol¢gica Caetetus, GÊlia, SP;-22,29;-49,55;impreciso;Keuroghlian and Eaton 2007;10.1111/j.1744-7429.2007.00351.x;Animal-oriented
1308;Sapajus xanthosternos;Anomospermum reticulatum;Mutualistic;Menispermaceae;Anomospermum;reticulatum;BR-AC|BR-AM|BR-BA|BR-ES|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RO;native;tree;NA;NA;NA;NA;yellow;1;NE;Mammalia;Primates;Cebidae;Sapajus;xanthosternos;Primates;2950;NA;2;NA;CR;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1309;Leontopithecus chrysomelas;Anomospermum reticulatum;Mutualistic;Menispermaceae;Anomospermum;reticulatum;BR-AC|BR-AM|BR-BA|BR-ES|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RO;native;tree;NA;NA;NA;NA;yellow;1;NE;Mammalia;Primates;Callitrichidae;Leontopithecus;chrysomelas;Primates;600;NA;2;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1312;Brachyteles arachnoides;Anthurium harrisii;Mutualistic;Araceae;Anthurium;harrisii;BR-RJ;native;epiphyte;NA;NA;NA;NA;white;1;NE;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1313;Sapajus nigritus;Anthurium harrisii;Mutualistic;Araceae;Anthurium;harrisii;BR-RJ;native;epiphyte;NA;NA;NA;NA;white;1;NE;Mammalia;Primates;Cebidae;Sapajus;nigritus;Primates;3500;NA;2;NA;NT;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1315;Callithrix flaviceps;Anthurium scandens;Mutualistic;Araceae;Anthurium;scandens;BR-AC|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-SC|BR-SP;native;epiphyte;NA;NA;NA;NA;white;1;NE;Mammalia;Primates;Callitrichidae;Callithrix;flaviceps;Primates;400;NA;1;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
1316;Callithrix flaviceps;Anthurium scandens;Mutualistic;Araceae;Anthurium;scandens;BR-AC|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-SC|BR-SP;native;epiphyte;NA;NA;NA;NA;white;1;NE;Mammalia;Primates;Callitrichidae;Callithrix;flaviceps;Primates;400;NA;1;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
7200;Didelphis aurita;Anthurium sellowianum;Mutualistic;Araceae;Anthurium;sellowianum;BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP;native;epiphyte;NA;NA;NA;NA;white;1;NE;Mammalia;Didelphimorphia;Didelphidae;Didelphis;aurita;Marsupials;1290;NA;1;NA;LC;Stable;Parque Estadual de Intervales;-24,27;-48,41;preciso;Wesley S et al 2002;10.1079/9780851995250.0423;Network study
7201;Philander frenatus;Anthurium sellowianum;Mutualistic;Araceae;Anthurium;sellowianum;BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP;native;epiphyte;NA;NA;NA;NA;white;1;NE;Mammalia;Didelphimorphia;Didelphidae;Philander;frenatus;Marsupials;450;NA;1;NA;LC;Unknown;Parque Estadual de Intervales;-24,27;-48,41;preciso;Wesley S et al 2002;10.1079/9780851995250.0423;Network study
1317;Dasyprocta azarae;Araucaria angustifolia;Mutualistic;Araucariaceae;Araucaria;angustifolia;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;140;140;12;45;brown;1;EN;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;azarae;Rodents;2900;NA;3;NA;DD;Decreasing;NA;NA;NA;NA;Brocardo  unpublish;NA;Animal-oriented
1318;Sciurus aestuans;Araucaria angustifolia;Mutualistic;Araucariaceae;Araucaria;angustifolia;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;140;140;12;45;brown;1;EN;Mammalia;Rodentia;Sciuridae;Sciurus;aestuans;Rodents;215;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Brocardo  unpublish;NA;Animal-oriented
5063;Dasyprocta azarae;Araucaria angustifolia;Mutualistic;Araucariaceae;Araucaria;angustifolia;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;140;140;12;45;brown;1;EN;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;azarae;Rodents;2900;NA;3;NA;DD;Decreasing;NA;NA;NA;NA;Galetti  unpublish;NA;Animal-oriented
5081;Sciurus aestuans;Araucaria angustifolia;Mutualistic;Araucariaceae;Araucaria;angustifolia;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;140;140;12;45;brown;1;EN;Mammalia;Rodentia;Sciuridae;Sciurus;aestuans;Rodents;215;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Galetti  unpublish;NA;Animal-oriented
1321;Artibeus lituratus;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;Ilha Anchieta;-23,55;-45,07;ilha;Galetti  unpublish;NA;Animal-oriented
1322;Callithrix jacchus;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Primates;Callitrichidae;Callithrix;jacchus;Primates;290;NA;1;NA;LC;Stable;Ilha Anchieta;-23,55;-45,07;ilha;Galetti  unpublish;NA;Animal-oriented
1323;Dasyprocta leporina;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;leporina;Rodents;5500;NA;3;NA;LC;Stable;Ilha Anchieta;-23,55;-45,07;ilha;Galetti  unpublish;NA;Animal-oriented
1324;Nasua nasua;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Carnivora;Procyonidae;Nasua;nasua;Carnivores;5100;NA;2;NA;LC;Decreasing;Ilha Anchieta;-23,55;-45,07;ilha;Galetti  unpublish;NA;Animal-oriented
1325;Sapajus nigritus;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Primates;Cebidae;Sapajus;nigritus;Primates;3500;NA;2;NA;NT;Decreasing;Ilha Anchieta;-23,55;-45,07;ilha;Galetti  unpublish;NA;Animal-oriented
1326;Tapirus terrestris;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Ungulates;260000;NA;1;NA;VU;Decreasing;Ilha Anchieta;-23,55;-45,07;ilha;Galetti  unpublish;NA;Animal-oriented
1327;Trinomys iheringi;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Rodentia;Echimyidae;Trinomys;iheringi;Rodents;200;NA;NA;NA;LC;Stable;Ilha Anchieta;-23,55;-45,07;ilha;Galetti  unpublish;NA;Animal-oriented
3731;Artibeus jamaicensis;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;jamaicensis;Bats;42;7.2;3;NA;LC;Stable;NA;NA;NA;NA;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3732;Artibeus lituratus;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;NA;NA;NA;NA;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3733;Phyllostomus hastatus;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Chiroptera;Phyllostomidae;Phyllostomus;hastatus;Bats;95;26.98;3;NA;LC;Stable;NA;NA;NA;NA;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
4413;Tapirus terrestris;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Ungulates;260000;NA;1;NA;VU;Decreasing;Reserva Biol¢gica de Una, BA;-15,20;-39,03;preciso;Becky 2004;NA;Animal-oriented
5065;Dasyprocta leporina;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;leporina;Rodents;5500;NA;3;NA;LC;Stable;NA;NA;NA;NA;Mileri et al  2012;10.5923/j.ije.20120205.02;Animal-oriented
5077;Dasyprocta prymnolopha;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;prymnolopha;Rodents;3000;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Alves et al  2009;http://www.seb-ecologia.org.br/2009/resumos_ixceb/515.pdf;Animal-oriented
5089;Trinomys iheringi;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Rodentia;Echimyidae;Trinomys;iheringi;Rodents;200;NA;NA;NA;LC;Stable;Ilha Anchieta;-23,54;-45,07;preciso;Bovendorp R S 2007  ;Umpublish data. Ilha Anchieta;Animal-oriented
5090;Trinomys paratus;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Rodentia;Echimyidae;Trinomys;paratus;Rodents;280;NA;NA;NA;LC;Stable;NA;NA;NA;NA;Mileri et al  2012;10.5923/j.ije.20120205.02;Animal-oriented
5093;Dasyprocta leporina;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;leporina;Rodents;5500;NA;3;NA;LC;Stable;Parque Nacional da Tijuca, RJ;-22,96;-43,27;preciso;Cid et al  2014;https://tropicalconservationscience.mongabay.com/content/v7/TCS-2014-Vol7(4)_796-810_Cid.pdf;Animal-oriented
5094;Dasyprocta leporina;Artocarpus heterophyllus;Mutualistic;Moraceae;Artocarpus;heterophyllus;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;325;600;23.5;32.5;green;1;NE;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;leporina;Rodents;5500;NA;3;NA;LC;Stable;Parque Nacional da Tijuca, RJ;-22,96;-43,27;preciso;Cid et al  2014;https://tropicalconservationscience.mongabay.com/content/v7/TCS-2014-Vol7(4)_796-810_Cid.pdf;Animal-oriented
1329;Didelphis aurita;Asterostigma lividum;Mutualistic;Araceae;Asterostigma;lividum;BR-RJ|BR-SP;native;herb;NA;NA;NA;NA;NA;1;LC;Mammalia;Didelphimorphia;Didelphidae;Didelphis;aurita;Marsupials;1290;NA;1;NA;LC;Stable;NA;NA;NA;NA;Galetti  unpublish;NA;Animal-oriented
1330;Didelphis aurita;Asterostigma lividum;Mutualistic;Araceae;Asterostigma;lividum;BR-RJ|BR-SP;native;herb;NA;NA;NA;NA;NA;1;LC;Mammalia;Didelphimorphia;Didelphidae;Didelphis;aurita;Marsupials;1290;NA;1;NA;LC;Stable;NA;NA;NA;NA;Galetti  unpublish;NA;Animal-oriented
1331;Dasyprocta leporina;Astrocaryum aculeatissimum;Mutualistic;Arecaceae;Astrocaryum;aculeatissimum;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP;native;palm;45;6;27.9;44.8;brown;2;LC;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;leporina;Rodents;5500;NA;3;NA;LC;Stable;NA;NA;NA;NA;MAPizo unpublished;NA;Animal-oriented
5066;Dasyprocta leporina;Astrocaryum aculeatissimum;Mutualistic;Arecaceae;Astrocaryum;aculeatissimum;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP;native;palm;45;6;27.9;44.8;brown;2;LC;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;leporina;Rodents;5500;NA;3;NA;LC;Stable;NA;NA;NA;NA;MAPizo unpublished;NA;Animal-oriented
5067;Dasyprocta leporina;Astrocaryum aculeatissimum;Mutualistic;Arecaceae;Astrocaryum;aculeatissimum;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP;native;palm;45;6;27.9;44.8;brown;2;LC;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;leporina;Rodents;5500;NA;3;NA;LC;Stable;NA;NA;NA;NA;Zucaratto 2013;http://dx.doi.org/10.1590/bjb.2014.0087 ;Animal-oriented
5068;Dasyprocta leporina;Astrocaryum aculeatissimum;Mutualistic;Arecaceae;Astrocaryum;aculeatissimum;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP;native;palm;45;6;27.9;44.8;brown;2;LC;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;leporina;Rodents;5500;NA;3;NA;LC;Stable;NA;NA;NA;NA;Pires e Galetti 2012;http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-93832012000100013;Animal-oriented
1332;Dasyprocta leporina;Attalea dubia;Mutualistic;Arecaceae;Attalea;dubia;BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP;native;palm;35;6;28.3;49.1;yellow;3;NE;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;leporina;Rodents;5500;NA;3;NA;LC;Stable;NA;NA;NA;NA;MAPizo unpublished;NA;Animal-oriented
5069;Dasyprocta leporina;Attalea dubia;Mutualistic;Arecaceae;Attalea;dubia;BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP;native;palm;35;6;28.3;49.1;yellow;3;NE;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;leporina;Rodents;5500;NA;3;NA;LC;Stable;NA;NA;NA;NA;MAPizo unpublished;NA;Animal-oriented
1333;Dasyprocta prymnolopha;Attalea oleifera;Mutualistic;Arecaceae;Attalea;oleifera;BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-SE|BR-SP;native;palm;5;11;25;27.4;yellow;2;LC;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;prymnolopha;Rodents;3000;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Pimentel Tabarelli 2004;http://onlinelibrary.wiley.com/doi/10.1111/j.1744-7429.2004.tb00298.x/abstract;Animal-oriented
1334;Sciurus aestuans;Attalea oleifera;Mutualistic;Arecaceae;Attalea;oleifera;BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-SE|BR-SP;native;palm;5;11;25;27.4;yellow;2;LC;Mammalia;Rodentia;Sciuridae;Sciurus;aestuans;Rodents;215;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Pimentel Tabarelli 2004;http://onlinelibrary.wiley.com/doi/10.1111/j.1744-7429.2004.tb00298.x/abstract;Animal-oriented
5078;Dasyprocta prymnolopha;Attalea oleifera;Mutualistic;Arecaceae;Attalea;oleifera;BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-SE|BR-SP;native;palm;5;11;25;27.4;yellow;2;LC;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;prymnolopha;Rodents;3000;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Pimentel Tabarelli 2004;http://onlinelibrary.wiley.com/doi/10.1111/j.1744-7429.2004.tb00298.x/abstract;Animal-oriented
5080;Sciurus aestuans;Attalea oleifera;Mutualistic;Arecaceae;Attalea;oleifera;BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-SE|BR-SP;native;palm;5;11;25;27.4;yellow;2;LC;Mammalia;Rodentia;Sciuridae;Sciurus;aestuans;Rodents;215;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Vieira Alves  2003  ;http://repositorio.ufpe.br/handle/123456789/911;Animal-oriented
5082;Sciurus aestuans;Attalea oleifera;Mutualistic;Arecaceae;Attalea;oleifera;BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-SE|BR-SP;native;palm;5;11;25;27.4;yellow;2;LC;Mammalia;Rodentia;Sciuridae;Sciurus;aestuans;Rodents;215;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Pimentel Tabarelli 2004;http://onlinelibrary.wiley.com/doi/10.1111/j.1744-7429.2004.tb00298.x/abstract;Animal-oriented
3848;Artibeus lituratus;Averrhoa carambola;Mutualistic;Oxalidaceae;Averrhoa;carambola;BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;cultivated;tree;52.4;79.2;NA;8;NA;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
1335;Dasyprocta prymnolopha;Bactris acanthocarpa;Mutualistic;Arecaceae;Bactris;acanthocarpa;BR-BA;native;palm;16;18.5;14;14;orange;2;NE;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;prymnolopha;Rodents;3000;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Silva Tabarelli 2001;http://www.sciencedirect.com/science/article/pii/S1146609X01011171;Animal-oriented
5079;Dasyprocta prymnolopha;Bactris acanthocarpa;Mutualistic;Arecaceae;Bactris;acanthocarpa;BR-BA;native;palm;16;18.5;14;14;orange;2;NE;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;prymnolopha;Rodents;3000;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Silva Tabarelli 2001;http://www.sciencedirect.com/science/article/pii/S1146609X01011171;Animal-oriented
1336;Sciurus aestuans;Bactris setosa;Mutualistic;Arecaceae;Bactris;setosa;BR-BA|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP;native;palm;12.5;17.5;7.2;14;black;2;NE;Mammalia;Rodentia;Sciuridae;Sciurus;aestuans;Rodents;215;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Ribeiro etal 2010;http://dx.doi.org/10.1590/S0100-67622010000400008 ;Animal-oriented
