ID;Country;State ;Municipality;Study_location;Species;Latitude;Longitude;Precision;Reserve_Area;Altitude;Altitude1km;Annual_mean_temperature;Annual_rainfall;Olsong200r;Olsoneconame;ribeirovegtype;BSRs;uc;protectedtype;ID;Year_start;Year_finish ;Duration;Season;Method;Strata_sampling ;Nights;hours_per_night;number_of_mistnets;effort_straube_bianconi;Sampling_habitat;community;Authors;Type;References;Voucher_Specimens
bat1524;Brazil;SAO PAULO;PIRASSUNUNGA;Fazenda Agua Branca;Sturnira.lilium;-22,05033143;-47,44151671;Precise;20;NA;629;20,5;1247;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;N;NA;bat1055;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1525;Brazil;SAO PAULO;BATATAIS;Batatais;Artibeus.lituratus;-20,73535918;-47,51944025;Precise;116;NA;669;21,6;1507;Cerrado Woodlands and Savannas;Cerrado;NA;Interior Forests;N;NA;bat1056;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1526;Brazil;SAO PAULO;BATATAIS;Batatais;Artibeus.planirostris;-20,73535918;-47,51944025;Precise;116;NA;669;21,6;1507;Cerrado Woodlands and Savannas;Cerrado;NA;Interior Forests;N;NA;bat1056;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1527;Brazil;SAO PAULO;BATATAIS;Batatais;Carollia.perspicillata;-20,73535918;-47,51944025;Precise;116;NA;669;21,6;1507;Cerrado Woodlands and Savannas;Cerrado;NA;Interior Forests;N;NA;bat1056;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1528;Brazil;SAO PAULO;BATATAIS;Batatais;Desmodus.rotundus;-20,73535918;-47,51944025;Precise;116;NA;669;21,6;1507;Cerrado Woodlands and Savannas;Cerrado;NA;Interior Forests;N;NA;bat1056;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1529;Brazil;SAO PAULO;BATATAIS;Batatais;Glossophaga.soricina;-20,73535918;-47,51944025;Precise;116;NA;669;21,6;1507;Cerrado Woodlands and Savannas;Cerrado;NA;Interior Forests;N;NA;bat1056;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1530;Brazil;SAO PAULO;BATATAIS;Batatais;Platyrrhinus.lineatus;-20,73535918;-47,51944025;Precise;116;NA;669;21,6;1507;Cerrado Woodlands and Savannas;Cerrado;NA;Interior Forests;N;NA;bat1056;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1531;Brazil;SAO PAULO;BATATAIS;Batatais;Sturnira.lilium;-20,73535918;-47,51944025;Precise;116;NA;669;21,6;1507;Cerrado Woodlands and Savannas;Cerrado;NA;Interior Forests;N;NA;bat1056;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1532;Brazil;SAO PAULO;BATATAIS;Batatais;Eptesicus.brasiliensis;-20,73535918;-47,51944025;Precise;116;NA;669;21,6;1507;Cerrado Woodlands and Savannas;Cerrado;NA;Interior Forests;N;NA;bat1056;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1533;Brazil;SAO PAULO;BATATAIS;Batatais;Eptesicus.furinalis;-20,73535918;-47,51944025;Precise;116;NA;669;21,6;1507;Cerrado Woodlands and Savannas;Cerrado;NA;Interior Forests;N;NA;bat1056;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1534;Brazil;SAO PAULO;LUIS ANTONIO;Borda Leste Estacao Ecologica do Jatai;Anoura.caudifer;-21,55564617;-47,72969585;Precise;600;NA;664;21;1429;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1057;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1535;Brazil;SAO PAULO;LUIS ANTONIO;Borda Leste Estacao Ecologica do Jatai;Artibeus.lituratus;-21,55564617;-47,72969585;Precise;600;NA;664;21;1429;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1057;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1536;Brazil;SAO PAULO;LUIS ANTONIO;Borda Leste Estacao Ecologica do Jatai;Artibeus.planirostris;-21,55564617;-47,72969585;Precise;600;NA;664;21;1429;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1057;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1537;Brazil;SAO PAULO;LUIS ANTONIO;Borda Leste Estacao Ecologica do Jatai;Carollia.perspicillata;-21,55564617;-47,72969585;Precise;600;NA;664;21;1429;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1057;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1538;Brazil;SAO PAULO;LUIS ANTONIO;Borda Leste Estacao Ecologica do Jatai;Chrotopterus.auritus;-21,55564617;-47,72969585;Precise;600;NA;664;21;1429;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1057;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1539;Brazil;SAO PAULO;LUIS ANTONIO;Borda Leste Estacao Ecologica do Jatai;Glossophaga.soricina;-21,55564617;-47,72969585;Precise;600;NA;664;21;1429;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1057;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1540;Brazil;SAO PAULO;LUIS ANTONIO;Borda Leste Estacao Ecologica do Jatai;Platyrrhinus.lineatus;-21,55564617;-47,72969585;Precise;600;NA;664;21;1429;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1057;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1541;Brazil;SAO PAULO;LUIS ANTONIO;Borda Leste Estacao Ecologica do Jatai;Sturnira.lilium;-21,55564617;-47,72969585;Precise;600;NA;664;21;1429;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1057;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1542;Brazil;SAO PAULO;LUIS ANTONIO;Borda Leste Estacao Ecologica do Jatai;Myotis.nigricans;-21,55564617;-47,72969585;Precise;600;NA;664;21;1429;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1057;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1543;Brazil;SAO PAULO;LUIS ANTONIO;Borda Leste Estacao Ecologica do Jatai;Molossus.molossus;-21,55564617;-47,72969585;Precise;600;NA;664;21;1429;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1057;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1544;Brazil;SAO PAULO;ITIRAPINA;Cerrado do Botelho;Artibeus.lituratus;-22,17089932;-47,86367361;Precise;60;NA;754;19,7;1378;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;NA;bat1058;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1545;Brazil;SAO PAULO;ITIRAPINA;Cerrado do Botelho;Artibeus.planirostris;-22,17089932;-47,86367361;Precise;60;NA;754;19,7;1378;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;NA;bat1058;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1546;Brazil;SAO PAULO;ITIRAPINA;Cerrado do Botelho;Carollia.perspicillata;-22,17089932;-47,86367361;Precise;60;NA;754;19,7;1378;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;NA;bat1058;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1547;Brazil;SAO PAULO;ITIRAPINA;Cerrado do Botelho;Glossophaga.soricina;-22,17089932;-47,86367361;Precise;60;NA;754;19,7;1378;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;NA;bat1058;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1548;Brazil;SAO PAULO;ITIRAPINA;Cerrado do Botelho;Myotis.nigricans;-22,17089932;-47,86367361;Precise;60;NA;754;19,7;1378;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;NA;bat1058;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1549;Brazil;SAO PAULO;LUIS ANTONIO;Fragmento cabeca de cachorro Estacao Ecologica do Jatai;Anoura.caudifer;-21,52652292;-47,83276325;Precise;648;NA;583;21,4;1399;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1059;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1550;Brazil;SAO PAULO;LUIS ANTONIO;Fragmento cabeca de cachorro Estacao Ecologica do Jatai;Artibeus.lituratus;-21,52652292;-47,83276325;Precise;648;NA;583;21,4;1399;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1059;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1551;Brazil;SAO PAULO;LUIS ANTONIO;Fragmento cabeca de cachorro Estacao Ecologica do Jatai;Artibeus.planirostris;-21,52652292;-47,83276325;Precise;648;NA;583;21,4;1399;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1059;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1552;Brazil;SAO PAULO;LUIS ANTONIO;Fragmento cabeca de cachorro Estacao Ecologica do Jatai;Carollia.perspicillata;-21,52652292;-47,83276325;Precise;648;NA;583;21,4;1399;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1059;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1553;Brazil;SAO PAULO;LUIS ANTONIO;Fragmento cabeca de cachorro Estacao Ecologica do Jatai;Glossophaga.soricina;-21,52652292;-47,83276325;Precise;648;NA;583;21,4;1399;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1059;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1554;Brazil;SAO PAULO;LUIS ANTONIO;Fragmento cabeca de cachorro Estacao Ecologica do Jatai;Sturnira.lilium;-21,52652292;-47,83276325;Precise;648;NA;583;21,4;1399;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1059;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1555;Brazil;SAO PAULO;LUIS ANTONIO;Fragmento cabeca de cachorro Estacao Ecologica do Jatai;Vampyressa.pusilla;-21,52652292;-47,83276325;Precise;648;NA;583;21,4;1399;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1059;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1556;Brazil;SAO PAULO;LUIS ANTONIO;Fragmento cabeca de cachorro Estacao Ecologica do Jatai;Myotis.albescens;-21,52652292;-47,83276325;Precise;648;NA;583;21,4;1399;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1059;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1557;Brazil;SAO PAULO;LUIS ANTONIO;Fragmento cabeca de cachorro Estacao Ecologica do Jatai;Myotis.nigricans;-21,52652292;-47,83276325;Precise;648;NA;583;21,4;1399;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1059;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1558;Brazil;SAO PAULO;LUIS ANTONIO;Fragmento cabeca de cachorro Estacao Ecologica do Jatai;Myotis.riparius;-21,52652292;-47,83276325;Precise;648;NA;583;21,4;1399;Cerrado Woodlands and Savannas;Cerrado;Savana;Interior Forests;Y;Ecological Station;bat1059;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1559;Brazil;SAO PAULO;CAJURU;Fazenda em Cajuru;Anoura.caudifer;-21,27941729;-47,34048143;Precise;203;NA;765;20,5;1470;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;N;NA;bat1060;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1560;Brazil;SAO PAULO;CAJURU;Fazenda em Cajuru;Artibeus.lituratus;-21,27941729;-47,34048143;Precise;203;NA;765;20,5;1470;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;N;NA;bat1060;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1561;Brazil;SAO PAULO;CAJURU;Fazenda em Cajuru;Carollia.perspicillata;-21,27941729;-47,34048143;Precise;203;NA;765;20,5;1470;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;N;NA;bat1060;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1562;Brazil;SAO PAULO;CAJURU;Fazenda em Cajuru;Glossophaga.soricina;-21,27941729;-47,34048143;Precise;203;NA;765;20,5;1470;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;N;NA;bat1060;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1563;Brazil;SAO PAULO;CAJURU;Fazenda em Cajuru;Platyrrhinus.lineatus;-21,27941729;-47,34048143;Precise;203;NA;765;20,5;1470;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;N;NA;bat1060;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1564;Brazil;SAO PAULO;CAJURU;Fazenda em Cajuru;Sturnira.lilium;-21,27941729;-47,34048143;Precise;203;NA;765;20,5;1470;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;N;NA;bat1060;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1565;Brazil;SAO PAULO;CAJURU;Fazenda em Cajuru;Sturnira.tildae;-21,27941729;-47,34048143;Precise;203;NA;765;20,5;1470;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;N;NA;bat1060;2012;2013;5 days;both;mist nets;U;5;6;12;4320;forest interior and forest edge;all;Muylaert et al ;Article;Muylaert, R. L., R. D. Stevens, and M. C. Ribeiro. 2016. Threshold effect of habitat loss on bat richness in cerrado- ­forest landscapes. Ecological Applications 26:1854–1867.;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
