ID;Country;State ;Municipality;Study_location;Species;Latitude;Longitude;Precision;Reserve_Area;Altitude;Altitude1km;Annual_mean_temperature;Annual_rainfall;Olsong200r;Olsoneconame;ribeirovegtype;BSRs;uc;protectedtype;ID;Year_start;Year_finish ;Duration;Season;Method;Strata_sampling ;Nights;hours_per_night;number_of_mistnets;effort_straube_bianconi;Sampling_habitat;community;Authors;Type;References;Voucher_Specimens
bat1990;Brazil;SAO PAULO;PORTO FERREIRA;Parque Estadual de Porto Ferreira Trilha Arvores Gigantes e Taquara;Chiroderma.doriae;-21,85277778;-47,43055556;Not-Precise;611.55;650;582;21;1283;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;Y;Park;bat1095;2012;2012;2 months;dry;mist nets;U;16;6;10;21600;Forest trails and surroundings;all;Morais;Thesis;Morais, M. A. C. de. 2013. Redes de neblina e armadilhas luminosas, uma nova proposta ao estudo de Quirópteros. São Paulo State University (UNESP).;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1991;Brazil;SAO PAULO;PORTO FERREIRA;Parque Estadual de Porto Ferreira Trilha Arvores Gigantes e Taquara;Chrotopterus.auritus;-21,85277778;-47,43055556;Not-Precise;611.55;650;582;21;1283;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;Y;Park;bat1095;2012;2012;2 months;dry;mist nets;U;16;6;10;21600;Forest trails and surroundings;all;Morais;Thesis;Morais, M. A. C. de. 2013. Redes de neblina e armadilhas luminosas, uma nova proposta ao estudo de Quirópteros. São Paulo State University (UNESP).;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1992;Brazil;SAO PAULO;PORTO FERREIRA;Parque Estadual de Porto Ferreira Trilha Arvores Gigantes e Taquara;Desmodus.rotundus;-21,85277778;-47,43055556;Not-Precise;611.55;650;582;21;1283;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;Y;Park;bat1095;2012;2012;2 months;dry;mist nets;U;16;6;10;21600;Forest trails and surroundings;all;Morais;Thesis;Morais, M. A. C. de. 2013. Redes de neblina e armadilhas luminosas, uma nova proposta ao estudo de Quirópteros. São Paulo State University (UNESP).;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1993;Brazil;SAO PAULO;PORTO FERREIRA;Parque Estadual de Porto Ferreira Trilha Arvores Gigantes e Taquara;Glossophaga.soricina;-21,85277778;-47,43055556;Not-Precise;611.55;650;582;21;1283;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;Y;Park;bat1095;2012;2012;2 months;dry;mist nets;U;16;6;10;21600;Forest trails and surroundings;all;Morais;Thesis;Morais, M. A. C. de. 2013. Redes de neblina e armadilhas luminosas, uma nova proposta ao estudo de Quirópteros. São Paulo State University (UNESP).;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1994;Brazil;SAO PAULO;PORTO FERREIRA;Parque Estadual de Porto Ferreira Trilha Arvores Gigantes e Taquara;Micronycteris.microtis;-21,85277778;-47,43055556;Not-Precise;611.55;650;582;21;1283;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;Y;Park;bat1095;2012;2012;2 months;dry;mist nets;U;16;6;10;21600;Forest trails and surroundings;all;Morais;Thesis;Morais, M. A. C. de. 2013. Redes de neblina e armadilhas luminosas, uma nova proposta ao estudo de Quirópteros. São Paulo State University (UNESP).;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1995;Brazil;SAO PAULO;PORTO FERREIRA;Parque Estadual de Porto Ferreira Trilha Arvores Gigantes e Taquara;Phyllostomus.hastatus;-21,85277778;-47,43055556;Not-Precise;611.55;650;582;21;1283;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;Y;Park;bat1095;2012;2012;2 months;dry;mist nets;U;16;6;10;21600;Forest trails and surroundings;all;Morais;Thesis;Morais, M. A. C. de. 2013. Redes de neblina e armadilhas luminosas, uma nova proposta ao estudo de Quirópteros. São Paulo State University (UNESP).;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1996;Brazil;SAO PAULO;PORTO FERREIRA;Parque Estadual de Porto Ferreira Trilha Arvores Gigantes e Taquara;Platyrrhinus.lineatus;-21,85277778;-47,43055556;Not-Precise;611.55;650;582;21;1283;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;Y;Park;bat1095;2012;2012;2 months;dry;mist nets;U;16;6;10;21600;Forest trails and surroundings;all;Morais;Thesis;Morais, M. A. C. de. 2013. Redes de neblina e armadilhas luminosas, uma nova proposta ao estudo de Quirópteros. São Paulo State University (UNESP).;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1997;Brazil;SAO PAULO;PORTO FERREIRA;Parque Estadual de Porto Ferreira Trilha Arvores Gigantes e Taquara;Sturnira.lilium;-21,85277778;-47,43055556;Not-Precise;611.55;650;582;21;1283;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;Y;Park;bat1095;2012;2012;2 months;dry;mist nets;U;16;6;10;21600;Forest trails and surroundings;all;Morais;Thesis;Morais, M. A. C. de. 2013. Redes de neblina e armadilhas luminosas, uma nova proposta ao estudo de Quirópteros. São Paulo State University (UNESP).;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1998;Brazil;SAO PAULO;PORTO FERREIRA;Parque Estadual de Porto Ferreira Trilha Arvores Gigantes e Taquara;Vampyressa.pusilla;-21,85277778;-47,43055556;Not-Precise;611.55;650;582;21;1283;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;Y;Park;bat1095;2012;2012;2 months;dry;mist nets;U;16;6;10;21600;Forest trails and surroundings;all;Morais;Thesis;Morais, M. A. C. de. 2013. Redes de neblina e armadilhas luminosas, uma nova proposta ao estudo de Quirópteros. São Paulo State University (UNESP).;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat1999;Brazil;SAO PAULO;PORTO FERREIRA;Parque Estadual de Porto Ferreira Trilha Arvores Gigantes e Taquara;Myotis.nigricans;-21,85277778;-47,43055556;Not-Precise;611.55;650;582;21;1283;Atlantic Forests;Alto Parana Atlantic forests;Semideciduous Forest;Interior Forests;Y;Park;bat1095;2012;2012;2 months;dry;mist nets;U;16;6;10;21600;Forest trails and surroundings;all;Morais;Thesis;Morais, M. A. C. de. 2013. Redes de neblina e armadilhas luminosas, uma nova proposta ao estudo de Quirópteros. São Paulo State University (UNESP).;Coleção Adriano Lúcio Peracchi (ALP), Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, Brazil
bat2000;Brazil;PARANA;PONTA GROSSA;Ponta Grossa;Artibeus.lituratus;-25,07278455;-50,13869692;Not-Precise;33;905;887;18,1;1459;Cerrado Woodlands and Savannas;Cerrado;Savana;Florestas de Araucaria;N;NA;bat1096;2007;NA;1 year;NA;mist nets;U;24;4;4;NA;Forest trails and surroundings;leafnosed;Zanon and Reis ;Article;Zanon, C. M. V., and N. R. dos Reis. 2007. Bats (Mammalia, Chirpotera) in the Ponta Grossa region, Campos Gerais, Parana, Brazil. Revista Brasileira de Zoologia 24:327–332.;Museu de Zoologia, Universidade Estadual de Londrina (MZUEL), Londrina, PR, Brazil
bat2001;Brazil;PARANA;PONTA GROSSA;Ponta Grossa;Desmodus.rotundus;-25,07278455;-50,13869692;Not-Precise;33;905;887;18,1;1459;Cerrado Woodlands and Savannas;Cerrado;Savana;Florestas de Araucaria;N;NA;bat1096;2007;NA;1 year;NA;mist nets;U;24;4;4;NA;Forest trails and surroundings;leafnosed;Zanon and Reis ;Article;Zanon, C. M. V., and N. R. dos Reis. 2007. Bats (Mammalia, Chirpotera) in the Ponta Grossa region, Campos Gerais, Parana, Brazil. Revista Brasileira de Zoologia 24:327–332.;Museu de Zoologia, Universidade Estadual de Londrina (MZUEL), Londrina, PR, Brazil
bat2002;Brazil;PARANA;PONTA GROSSA;Ponta Grossa;Sturnira.lilium;-25,07278455;-50,13869692;Not-Precise;33;905;887;18,1;1459;Cerrado Woodlands and Savannas;Cerrado;Savana;Florestas de Araucaria;N;NA;bat1096;2007;NA;1 year;NA;mist nets;U;24;4;4;NA;Forest trails and surroundings;leafnosed;Zanon and Reis ;Article;Zanon, C. M. V., and N. R. dos Reis. 2007. Bats (Mammalia, Chirpotera) in the Ponta Grossa region, Campos Gerais, Parana, Brazil. Revista Brasileira de Zoologia 24:327–332.;Museu de Zoologia, Universidade Estadual de Londrina (MZUEL), Londrina, PR, Brazil
bat2003;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Anoura.caudifer;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2004;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Artibeus.fimbriatus;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2005;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Artibeus.lituratus;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2006;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Carollia.perspicillata;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2007;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Desmodus.rotundus;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2008;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Lonchorhina.aurita;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2009;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Micronycteris.megalotis;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2010;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Platyrrhinus.lineatus;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2011;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Sturnira.lilium;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2012;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Myotis.riparius;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2013;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Histiotus.velatus;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2014;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Tadarida.brasiliensis;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2015;Brazil;SAO PAULO;RIBEIRAO GRANDE;Intervales;Furipterus.horrens;-24,27;-48,400019;Not-Precise;NA;NA;875;17,5;1399;Atlantic Forests;Alto Parana Atlantic forests;NA;Interior Forests;Y;Park;bat1097;1997;1997;seven days on January 1997;NA;mist nets, active capture and harp trap;U;7;NA;NA;NA;Forest and surroundings;all;Portfors et al;Article;Portfors, C. V., M. B. Fenton, L. M. D. S. Aguiar, J. E. Baumgarten, M. J. Vonhof, S. Bouchard, D. M. De Faria, W. A. Pedro, N. I. L. Rauntenbach, and M. Zortéa. 2000. Bats from Fazenda Intervales, Southeastern Brazil: species account and comparison between different sampling methods. Revista Brasileira de Zoologia 17:533–538.;Not located
bat2016;Brazil;MINAS GERAIS;SIMONESIA;Feliciano Miguel Abdala;Anoura.caudifer;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;NA;bat1098;2004;NA;1 year;both;mist nets;U;33;8;10;NA;Forest and surroundings;all;Aguiar et al;Article;Moura, L., D. S. Aguiar, and J. Marinho-filho. 2004. Activity patterns of nine phyllostomid bat species in a fragment of the Atlantic Forest in southeastern Brazil. Revista Brasileira de Zoologia 21:385–390.;Laboratório de Chiroptera, Universidade Estadual Paulista (DZSJRP), São José do Rio Preto, SP, Brazil
bat2017;Brazil;MINAS GERAIS;SIMONESIA;Feliciano Miguel Abdala;Artibeus.fimbriatus;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;NA;bat1098;2004;NA;1 year;both;mist nets;U;33;8;10;NA;Forest and surroundings;all;Aguiar et al;Article;Moura, L., D. S. Aguiar, and J. Marinho-filho. 2004. Activity patterns of nine phyllostomid bat species in a fragment of the Atlantic Forest in southeastern Brazil. Revista Brasileira de Zoologia 21:385–390.;Laboratório de Chiroptera, Universidade Estadual Paulista (DZSJRP), São José do Rio Preto, SP, Brazil
bat2018;Brazil;MINAS GERAIS;SIMONESIA;Feliciano Miguel Abdala;Artibeus.lituratus;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;NA;bat1098;2004;NA;1 year;both;mist nets;U;33;8;10;NA;Forest and surroundings;all;Aguiar et al;Article;Moura, L., D. S. Aguiar, and J. Marinho-filho. 2004. Activity patterns of nine phyllostomid bat species in a fragment of the Atlantic Forest in southeastern Brazil. Revista Brasileira de Zoologia 21:385–390.;Laboratório de Chiroptera, Universidade Estadual Paulista (DZSJRP), São José do Rio Preto, SP, Brazil
bat2019;Brazil;MINAS GERAIS;SIMONESIA;Feliciano Miguel Abdala;Artibeus.obscurus;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;NA;bat1098;2004;NA;1 year;both;mist nets;U;33;8;10;NA;Forest and surroundings;all;Aguiar et al;Article;Moura, L., D. S. Aguiar, and J. Marinho-filho. 2004. Activity patterns of nine phyllostomid bat species in a fragment of the Atlantic Forest in southeastern Brazil. Revista Brasileira de Zoologia 21:385–390.;Laboratório de Chiroptera, Universidade Estadual Paulista (DZSJRP), São José do Rio Preto, SP, Brazil
bat2020;Brazil;MINAS GERAIS;SIMONESIA;Feliciano Miguel Abdala;Carollia.perspicillata;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;NA;bat1098;2004;NA;1 year;both;mist nets;U;33;8;10;NA;Forest and surroundings;all;Aguiar et al;Article;Moura, L., D. S. Aguiar, and J. Marinho-filho. 2004. Activity patterns of nine phyllostomid bat species in a fragment of the Atlantic Forest in southeastern Brazil. Revista Brasileira de Zoologia 21:385–390.;Laboratório de Chiroptera, Universidade Estadual Paulista (DZSJRP), São José do Rio Preto, SP, Brazil
bat2021;Brazil;MINAS GERAIS;SIMONESIA;Feliciano Miguel Abdala;Dryadonycteris.capixaba;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;NA;bat1098;2004;NA;1 year;both;mist nets;U;33;8;10;NA;Forest and surroundings;all;Aguiar et al;Article;Moura, L., D. S. Aguiar, and J. Marinho-filho. 2004. Activity patterns of nine phyllostomid bat species in a fragment of the Atlantic Forest in southeastern Brazil. Revista Brasileira de Zoologia 21:385–390.;Laboratório de Chiroptera, Universidade Estadual Paulista (DZSJRP), São José do Rio Preto, SP, Brazil
bat2022;Brazil;MINAS GERAIS;SIMONESIA;Feliciano Miguel Abdala;Glossophaga.soricina;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;NA;bat1098;2004;NA;1 year;both;mist nets;U;33;8;10;NA;Forest and surroundings;all;Aguiar et al;Article;Moura, L., D. S. Aguiar, and J. Marinho-filho. 2004. Activity patterns of nine phyllostomid bat species in a fragment of the Atlantic Forest in southeastern Brazil. Revista Brasileira de Zoologia 21:385–390.;Laboratório de Chiroptera, Universidade Estadual Paulista (DZSJRP), São José do Rio Preto, SP, Brazil
bat2023;Brazil;MINAS GERAIS;SIMONESIA;Feliciano Miguel Abdala;Platyrrhinus.lineatus;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;NA;bat1098;2004;NA;1 year;both;mist nets;U;33;8;10;NA;Forest and surroundings;all;Aguiar et al;Article;Moura, L., D. S. Aguiar, and J. Marinho-filho. 2004. Activity patterns of nine phyllostomid bat species in a fragment of the Atlantic Forest in southeastern Brazil. Revista Brasileira de Zoologia 21:385–390.;Laboratório de Chiroptera, Universidade Estadual Paulista (DZSJRP), São José do Rio Preto, SP, Brazil
bat2024;Brazil;MINAS GERAIS;SIMONESIA;Feliciano Miguel Abdala;Sturnira.lilium;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;NA;bat1098;2004;NA;1 year;both;mist nets;U;33;8;10;NA;Forest and surroundings;all;Aguiar et al;Article;Moura, L., D. S. Aguiar, and J. Marinho-filho. 2004. Activity patterns of nine phyllostomid bat species in a fragment of the Atlantic Forest in southeastern Brazil. Revista Brasileira de Zoologia 21:385–390.;Laboratório de Chiroptera, Universidade Estadual Paulista (DZSJRP), São José do Rio Preto, SP, Brazil
bat2025;Brazil;MINAS GERAIS;SIMONESIA;RPPN Feliciano Miguel Abdala;Anoura.caudifer;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;Private Reserve;bat1099;2007;2007;11 months;both;mist nets;U;99;8;10;NA;Forest and surroundings;all;Aguiar;Article;Aguiar, L. M. S., and J. Marinho-Filho. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica 9:251–260.;Not located
bat2026;Brazil;MINAS GERAIS;SIMONESIA;RPPN Feliciano Miguel Abdala;Artibeus.fimbriatus;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;Private Reserve;bat1099;2007;2007;11 months;both;mist nets;U;99;8;10;NA;Forest and surroundings;all;Aguiar;Article;Aguiar, L. M. S., and J. Marinho-Filho. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica 9:251–260.;Not located
bat2027;Brazil;MINAS GERAIS;SIMONESIA;RPPN Feliciano Miguel Abdala;Artibeus.lituratus;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;Private Reserve;bat1099;2007;2007;11 months;both;mist nets;U;99;8;10;NA;Forest and surroundings;all;Aguiar;Article;Aguiar, L. M. S., and J. Marinho-Filho. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica 9:251–260.;Not located
bat2028;Brazil;MINAS GERAIS;SIMONESIA;RPPN Feliciano Miguel Abdala;Artibeus.obscurus;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;Private Reserve;bat1099;2007;2007;11 months;both;mist nets;U;99;8;10;NA;Forest and surroundings;all;Aguiar;Article;Aguiar, L. M. S., and J. Marinho-Filho. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica 9:251–260.;Not located
bat2029;Brazil;MINAS GERAIS;SIMONESIA;RPPN Feliciano Miguel Abdala;Carollia.perspicillata;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;Private Reserve;bat1099;2007;2007;11 months;both;mist nets;U;99;8;10;NA;Forest and surroundings;all;Aguiar;Article;Aguiar, L. M. S., and J. Marinho-Filho. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica 9:251–260.;Not located
bat2030;Brazil;MINAS GERAIS;SIMONESIA;RPPN Feliciano Miguel Abdala;Dryadonycteris.capixaba;-19,83223;-41,830136;Not-Precise;886;NA;558;21,8;1198;Atlantic Forests;Bahia interior forests;Semideciduous Forest;Interior Forests;Y;Private Reserve;bat1099;2007;2007;11 months;both;mist nets;U;99;8;10;NA;Forest and surroundings;all;Aguiar;Article;Aguiar, L. M. S., and J. Marinho-Filho. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica 9:251–260.;Not located
